Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
stone axe,,NA,1,flimsy axe,3,wood,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5856,beige,ToolAxeStoneNormal,NA,101,285,RYD96qHETZn2ex3EP
stone fence,,NA,4,stone,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,5212,light gray,ItemFenceStone,NA,870,266,SeyEuJLjP22oEeN2x
stone lion-dog,,NA,24,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,7795,light gray,FtrSekishishi,NA,816,570,qLZ2ZtquCBHWMF9Ke
stone stool,,NA,3,stone,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3398,light gray,FtrStoneChair,NA,800,104,zAdsd8FZE7z3BzvJz
stone table,,NA,8,stone,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3397,light gray,FtrStoneTable,NA,801,105,4ieu6E9Qf95NaSJGc
stone tablet,,NA,12,stone,,,,,,,,,,,NFS,200,800,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,11943,light gray,FtrRockMonument,NA,817,651,DoFhuq2qKsiTHz6T6
stone wall,,NA,10,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,5216,light gray,RoomTexWallBasement00,NA,850,318,jkx7FkcrQdSWPqno2
stone-egg outfit,,NA,3,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12450,yellow,TopsTexOnepieceRibNEggrock0,NA,8664,677,xrQW5CeTyHda2fcut
stone-egg shell,,NA,2,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12440,yellow,CapHatEggrock0,NA,8663,676,bC74Ws22wnGThm6Mh
stone-egg shoes,,NA,2,stone egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting stone eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12456,yellow,ShoesLowcutEggrock0,NA,8665,678,qjuG3PA8rJWbnu5Qp
stonework kitchen,,NA,30,stone,15,clay,10,iron nugget,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Housewares,13496,light gray,FtrKitchenStone,NA,822,1040,Z6W4qqqRYBssWmcKE
straw fence,,NA,10,clump of weeds,3,wood,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,4356,green,ItemFenceDriedStraw,NA,1290,552,WpBzuYymcgmxSCn2m
straw umbrella hat,,NA,10,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Equipment,7254,green,CapHatSandogasa0,NA,1283,606,ADu83C55zHi4DfoFp
street piano,,NA,1,upright piano,1,painting set,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,100,Housewares,11942,yellow,FtrPianoStreet,NA,2161,654,fXE4EShKRk3pRX58g
succulent plant,,NA,10,clump of weeds,1,empty can,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 empty can,NA,NA,1.0.0,Yes,0,Miscellaneous,132,green,FtrPlantSucculents,NA,1201,190,YyxnntEPTDukJaRfY
sugar,,NA,5,sugarcane,,,,,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Savory,13997,color_61,FlourSugar,NA,12003,906,88qvbm9bWHWpWvvRZ
sugar crepe,,NA,2,flour,2,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13977,color_68,FtrCrepeSugar,NA,14601,886,FnR2XMW9g6kupa5pC
summer-shell rug,,NA,6,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.6.0,Yes,0,Rugs,12217,white,RugOtherShellSnailM00,NA,4270,757,G5P9xnup3Aps3skQX
suspicious cauldron,,NA,10,glowing moss,10,iron nugget,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14216,color_56,FtrWitchCauldron,NA,1505,999,A4tBLTToDhwjkdSgs
swinging bench,,NA,5,wood,7,softwood,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills; Tom Nook,Purchase Test Your DIY Skills from Nook's Cranny; 50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,1170,brown,FtrSwingWood,NA,377,59,8PYT8EbpS8exL2Px8
tabletop festive tree,,NA,5,gold ornament,3,tree branch,2,clay,,,,,,,NFS,200,NA,NA,All villagers; Balloons,,ornaments,Yes,1.0.0,Yes,0,Miscellaneous,4067,white,FtrTreeXmasMini,NA,7402,388,kNa25SiznwzDANzYb
tall brick island counter,,NA,8,clay,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13897,color_55,FtrWallCounterBrickL,NA,780,779,hvbta6p5tY8Kz4s2J
tall concrete island counter,,NA,6,stone,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13895,color_51,FtrWallCounterConcreteL,NA,880,777,jCAeMKtYrACgCFwJ4
tall garden rock,,NA,60,stone,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,730,light gray,FtrGardenrockTall,NA,808,49,MqsHscjkCtGhwnPXc
tall golden island counter,,NA,8,gold nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14330,color_54,FtrWallCounterGoldL,NA,1180,811,7evz4LvmDnJdtgMYF
tall lantern,,NA,18,stone,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,100,Housewares,676,light gray,FtrStonelantern,NA,818,653,5LkbaD7PpwzSvzERR
tall marble island counter,,NA,16,stone,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14332,color_51,FtrWallCounterMarbleL,NA,883,813,wwNWSiXHd5sgsun7N
tall simple island counter,,NA,4,clay,4,stone,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14310,color_55,FtrWallCounterPlainL,NA,783,794,sS5zdMiTXwWhHQ4NL
tall steel island counter,,NA,8,iron nugget,,,,,,,,,,,NFS,200,NA,NA,Niko,"Received after donating DIY materials, after 19th HHP house",Happy Home Paradise,Yes,2.0.0,Yes,0,Other,14322,color_53,FtrWallCounterSteelL,NA,980,803,KpBqfCKshx5tyqukv
tall wooden island counter,,NA,3,wood,3,hardwood,3,softwood,,,,,,,NFS,200,NA,NA,Niko,Received the day after completing 15th HHP house,Happy Home Paradise,Yes,2.0.0,Yes,0,Other,13902,color_52,FtrWallCounterWoodL,NA,601,784,K3xxdaCJF7GXzuwhn
Taurus bathtub,,NA,3,star fragment,2,Taurus fragment,1,gold nugget,8,stone,,,,,NFS,200,NA,NA,Celeste,,Taurus,Yes,1.0.0,Yes,0,Housewares,5961,silver,FtrZodiacTaurus,NA,2301,384,tCQiMeCmYy7QeEP2K
tea table,,NA,12,hardwood,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,739,brown,FtrDiningtableJapan,NA,400,33,k7Auf6dj296Eyu2QP
tension-pole rack,,NA,8,wood,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,2.0.0,Yes,0,Housewares,13588,brown,FtrWoodShelfWall,NA,409,1070,jPGzwHpmTJxR5E4zE
terrarium,,NA,12,clump of weeds,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,3773,green,FtrTerrarium,NA,1202,391,d7WN5879xto3Q7egY
three-tiered snowperson,,NA,1,large snowflake,6,snowflake,2,tree branch,,,,,,,NFS,200,NA,NA,Snowboy,Reward for making a perfect Snowboy,snowflakes,Yes,1.0.0,Yes,0,Housewares,5337,blue,FtrSnowman,NA,6610,364,XhwGfK9fy9iaq8qwt
thumbprint jam cookies,,NA,1,flour,1,sugar,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13992,color_70,FtrCookieJam,NA,14003,901,4fsihowiq5pSmtzBn
tiki torch,,NA,5,tree branch,5,wood,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,,NA,NA,1.0.0,Yes,0,Housewares,343,brown,FtrTorch,NA,202,103,cLXnJ7cnYZc8Pbh2T
timber doorplate,,NA,2,wood,1,pink roses,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5718,brown,FtrDoorOrnamentLog,NA,502,465,bk8JqAgdSKtw6EdC8
tiny library,,NA,3,book,5,wood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,5635,yellow,FtrMicrolibrary,NA,2101,278,rMWDf7X5P5jp8TnjK
tire stack,,NA,3,old tire,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 3 old tires,NA,NA,1.0.0,Yes,0,Housewares,1189,dark gray,FtrTyres,NA,652,60,tNsxG387ihB4YLsx6
tire toy,,NA,1,old tire,,,,,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 1 old tire,NA,NA,1.0.0,Yes,0,Housewares,2329,dark gray,FtrPlayingtire,NA,651,78,2bNpWkbwsHyXGCGb5
tomates al ajillo,,NA,3,tomato,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14179,color_63,FtrSkilletTomato,NA,12701,959,BvPGSqW3GnFLT7HzX
tomato bagel sandwich,,NA,2,flour,3,tomato,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,14111,color_61,FtrBeaglesandTomato,NA,12411,919,dE6vbqZTzuSxj7gbL
tomato curry,,NA,3,flour,3,tomato,,,,,,,,,NFS,200,NA,NA,Be a Chef! DIY Recipes+,,NA,NA,2.0.0,Yes,0,Savory,14124,color_77,FtrNancurryTomato,NA,13101,932,KJ9t8JqSNcxW3WmxA
tomato juice,,NA,2,tomato,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13982,color_76,FtrSmoothieTomato,NA,15007,891,ARMkoJv643H8R4qQM
tomato puree,,NA,3,tomato,,,,,,,,,,,NFS,200,NA,NA,Basic Cooking Recipes,,NA,NA,2.0.0,Yes,0,Savory,14175,color_76,FtrJarTomato,NA,13601,955,w2MRDZczM8XvWK2qp
traditional balancing toy,,NA,4,acorn,2,hardwood,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,5975,brown,FtrBalancingtoy,NA,4605,411,8jd6NZ7MD7hJjAgbw
traditional straw coat,,NA,8,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Equipment,5291,green,TopsTexTopCoatLStrawBeige,NA,1285,604,ofx4zP9Qj2tovbm3G
trash bags,,NA,1,empty can,1,boot,1,old tire,,,,,,,NFS,NA,NA,NA,Fishing,Fish up 15 trash,NA,NA,1.0.0,Yes,0,Housewares,1823,dark gray,FtrGarbagebag,NA,653,66,yofDbWxuR2q36otG4
tree branch wreath,,NA,10,tree branch,,,,,,,,,,,NFS,200,NA,NA,Big Sister villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,4727,brown,FtrDoorOrnamentWreathBranch,NA,240,225,JnbW5panqjR2iWknX
tree standee,,NA,5,wood,8,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,533,brown,FtrHariboteTree,NA,381,585,QnPjCxDRTXoQDHYqZ
tree-branch wand,,NA,5,tree branch,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,7587,brown,ToolStickTree,NA,290,535,8WNAJXXX3Dn4Ggv5T
tree-stump rug,,NA,6,wood,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,2.0.0,Yes,0,Rugs,12379,brown,RugOtherStumpM00,NA,560,986,SmQ7sPxN8BKcFJpQH
tree's bounty arch,,NA,4,pine cone,5,acorn,5,maple leaf,15,tree branch,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,6081,brown,FtrNutArch,NA,4609,423,WQSMn7PgNkGiLjJaT
tree's bounty big tree,,NA,5,pine cone,4,acorn,4,maple leaf,8,tree branch,4,clay,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,6080,brown,FtrNutTreeL,NA,4608,417,WruuvjyZLeuYLkpca
tree's bounty lamp,,NA,6,acorn,4,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,6078,brown,FtrNutLamp,NA,4606,415,fSYJ4F4BMefmKNXLT
tree's bounty little tree,,NA,6,pine cone,4,acorn,1,hardwood,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,6079,brown,FtrNutTreeS,NA,4607,416,RgkwpSJpTC2nEc6vB
tree's bounty mobile,,NA,2,pine cone,3,acorn,3,tree branch,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Wall-mounted,6075,brown,FtrNutMobile,NA,4630,414,F6WehkKZG7sSwRLBo
trophy case,,NA,24,hardwood,3,gold nugget,6,iron nugget,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Housewares,7261,brown,FtrTrophycase,NA,401,576,jtaKPkvSoNZGcDrNt
tropical vista,,NA,5,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5661,white,RoomSpWallTropical00,NA,4250,666,5mypRC2jBZnq6ywTT
tulip crown,,NA,2,red tulips,2,yellow tulips,1,white tulips,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5102,green,CapOrnamentTulip1,NA,8209,243,Ltt8w4xYy5Qfp9R9b
tulip surprise box,,NA,5,red tulips,3,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,50,Housewares,7231,green,FtrFlowerSurprisedbox,NA,7803,495,vn4G8vMx3426p84wv
tulip wand,,NA,1,red tulips,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5085,green,ToolStickTulip,NA,8273,526,Hzq4v5JtEKASys3vY
tulip wreath,,NA,3,red tulips,3,yellow tulips,3,white tulips,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is tulips,NA,NA,1.0.0,Yes,50,Wall-mounted,5670,green,FtrDoorOrnamentWreathTulip,NA,7849,360,jpfWEEc78PXeP26Js
Turkey Day casserole,,,5,iron nugget,1,clay,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13818,cream,FtrHarvestEnamelpod_Remake_0_0,FtrHarvestEnamelpod_Remake_1_0,6204,747,csETDXbGxaku9eYZp
Turkey Day chair,,,5,wood,2,hardwood,2,softwood,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13450,cream,FtrHarvestChairS_Remake_0_0,FtrHarvestChairS_Remake_1_0,6200,743,hMsMNszkB2zfwBdJ3
Turkey Day decorations,,,2,softwood,5,clump of weeds,2,clay,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13449,cream,FtrHarvestDecoration_Remake_0_0,FtrHarvestDecoration_Remake_1_0,6207,742,WhWnFXxxkade9uQ8B
Turkey Day garden stand,,,8,stone,3,clay,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13447,cream,FtrHarvestStand_Remake_0_0,FtrHarvestStand_Remake_1_0,6202,740,G6LcqS35yv4qQstyZ
Turkey Day hearth,,,1,campfire,30,stone,10,clay,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13448,cream,FtrHarvestFireplace_Remake_0_0,FtrHarvestFireplace_Remake_1_0,6203,741,q7nDduaLmuDHZHt3f
Turkey Day table,,,10,hardwood,5,softwood,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Housewares,13453,cream,FtrHarvestTableL_Remake_0_0,FtrHarvestTableL_Remake_1_0,6201,745,HMADfttdyWWxAREWu
Turkey Day table setting,,,4,clay,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13820,cream,FtrHarvestTablesetting_Remake_0_0,FtrHarvestTablesetting_Remake_1_0,6205,749,YEMmpdZnBCP24fZwE
Turkey Day wheat decor,,,10,clump of weeds,,,,,,,,,,,NFS,200,NA,NA,Cozy Turkey Day DIY,Obtain Cozy Turkey Day DIY from Franklin or buy it from Nook's Cranny,Turkey Day; Turkey Day (days after),Yes,1.6.0,Yes,0,Miscellaneous,13819,cream,FtrHarvestWheat_Remake_0_0,FtrHarvestWheat_Remake_1_0,6206,748,ig7ceeRcMBchstrLo
turnip salad,,NA,1,10 turnips,1,tomato,,,,,,,,,NFS,200,NA,NA,Daisy Mae,Sent in the mail after purchasing turnips,NA,NA,2.0.0,Yes,0,Savory,13970,color_69,FtrSaladbowlTurnip,NA,12204,879,JRRzAsxj4x98YW2Ya
ukulele,,NA,5,hardwood,,,,,,,,,,,NFS,200,NA,NA,Smug villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,669,brown,FtrUkulele,NA,462,45,ERCKXc8shWWqxzNdA
underwater flooring,,NA,3,summer shell,3,coral,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5268,white,RoomSpFloorFishTank00,NA,4260,564,LXFkgER59WZAvCPKn
underwater wall,,NA,3,summer shell,5,coral,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Wallpaper,5508,white,RoomSpWallFishTank00,NA,4251,665,EXDyLjtfBny7Nfg2W
unglazed dish set,,NA,3,clay,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,4025,brick,FtrDishesUnglazed,NA,701,120,sWuKis4QjZNYnPDXK
vaulting pole,,NA,5,softwood,,,,,,,,,,,500,200,NA,NA,Blathers; Nook's Cranny,,NA,NA,1.0.0,Yes,0,Tools,4703,beige,LongWoodenStick,NA,121,183,osL5JbW5XpPxQZR6b
veggie basket,,NA,1,tomato,1,carrot,1,potato,1,orange pumpkin,1,wheat,1,sugarcane,NFS,200,NA,NA,Leif,Received in the mail after buying veggies from Leif on 3 different days.,NA,NA,2.0.0,Yes,0,Miscellaneous,13608,white,FtrVegetablebasket,NA,1980,738,cYvrPDC6HK49fiA2D
veggie cookies,,NA,1,flour,1,sugar,1,tomato,1,carrot,1,orange pumpkin,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,13990,color_62,FtrCookieVegetable,NA,14005,899,m4k7smzkFQt3uK3Zy
veggie crepe,,NA,2,flour,1,tomato,1,orange pumpkin,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13973,color_63,FtrCrepeVegetable,NA,12502,882,6wEmsdZ3StatieAiC
veggie cupcakes,,NA,1,flour,1,sugar,1,tomato,1,carrot,1,potato,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Sweet,14110,color_64,FtrCupcakeVegetable,NA,14205,918,kxnzhawpFezY9ioF4
veggie quiche,,NA,1,flour,1,potato,1,orange pumpkin,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13948,color_63,FtrTartVegetable,NA,12321,861,BfXA3yc3vcXnD4bgG
veggie sandwich,,NA,2,flour,1,tomato,1,carrot,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,2.0.0,Yes,0,Savory,13974,color_63,FtrSandwichVegetable,NA,12401,883,bKQ2Wug7xviYgfqzc
vertical-board fence,,NA,8,wood,,,,,,,,,,,NFS,200,1000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Other,3402,brown,ItemFenceVerticalWood,NA,581,100,gJHaHfwkn4dANzaTt
vine bench,,NA,8,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14193,color_56,FtrBeanChair,NA,1302,991,T8Gk97PCWbnqox6xk
vine crown,,NA,3,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14202,color_56,CapOrnamentCVine0,NA,1380,821,ybuCrcqCXYqHEN34W
vine garland,,NA,7,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Ceiling Decor,14206,color_56,FtrVineDecolationCeiling,NA,1330,829,yzXMiTXauNAGcYSLu
vine hanging chair,,NA,10,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Housewares,14019,color_56,FtrVineHangchair,NA,1300,758,ewenEg66DRMz99GTP
vine ladder set-up kit,,NA,1,ladder,5,vine,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Tools,13526,beige,LadderKitA0,NA,124,759,kYx78qHf7dSfmjSgR
vine lamp,,NA,5,vine,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Miscellaneous,14205,color_56,FtrVineLamp,NA,1301,992,xumRESL9Qjun3YmqY
vine outfit,,NA,10,vine,,,,,,,,,,,NFS,200,NA,NA,Kapp'n island bottles; HHP island bottles,,NA,NA,2.0.0,Yes,0,Equipment,14248,color_56,TopsTexOnepieceOverallNVine0,NA,1382,822,yRJTsj8zJSXN9HR5c
Virgo harp,,NA,3,star fragment,2,Virgo fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,NA,Celeste,,Virgo,Yes,1.0.0,Yes,0,Housewares,5955,silver,FtrZodiacVirgo,NA,2305,368,kWfYtKDBGdFbzayNq
wand,,NA,2,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,7584,beige,ToolStickWood,NA,129,532,8vcfcHLWY7MLbb9Hn
water flooring,,NA,6,summer shell,,,,,,,,,,,NFS,200,NA,NA,Balloons,,summer shells,Yes,1.0.0,Yes,0,Floors,5030,white,RoomSpFloorWater00,NA,4262,565,pQvujBn8X2sq6j5FS
water pump,,NA,2,iron nugget,6,clay,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2326,dark gray,FtrHandpump,NA,911,389,2T8NEjxqcfXPGLYby
water-egg outfit,,NA,3,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12454,yellow,TopsTexOnepieceRibNEggfish0,NA,8676,689,7iGNX78irzAu3Z5rw
water-egg shell,,NA,2,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12444,yellow,CapHatEggfish0,NA,8675,688,YqZedKTDWgjDWcTR4
water-egg shoes,,NA,2,water egg,,,,,,,,,,,NFS,NA,NA,NA,Collecting water eggs,,Bunny Day (days before); Bunny Day,Yes,1.1.0,Yes,0,Equipment,12460,yellow,ShoesLowcutEggfish0,NA,8677,690,Bg9geKwGApyACyXEx
watering can,,NA,1,flimsy watering can,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,2379,beige,ToolWatering,NA,110,280,2AGD3mCFzDSDNNZoK
wave breaker,,NA,10,stone,10,clay,,,,,,,,,NFS,200,1500,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,665,light gray,FtrTetrapod,NA,813,55,CruEkwMoLo3LcnyG4
wedding fence,,NA,5,iron nugget,3,softwood,,,,,,,,,NFS,200,NA,NA,Harvey,,Wedding Season,Yes,1.2.0,Yes,0,Other,12894,dark gray,ItemFenceJuneBride,NA,972,714,yZNfKe6dESLFFQ8J4
wedding wand,,NA,1,wedding flower stand,3,star fragment,,,,,,,,,NFS,200,NA,NA,Cyrus,,Wedding Season,Yes,1.2.0,Yes,0,Tools,12695,green,ToolStickJune,NA,8278,715,LokHc5XaxADprKGWJ
western-style stone,,NA,30,stone,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Housewares,3446,light gray,FtrGravestoneEuropean,NA,814,518,5BDsJhPKYRpxFjyvz
whole-wheat flour,,NA,5,wheat,,,,,,,,,,,NFS,200,NA,NA,Basic Cooking Recipes,,NA,NA,2.0.0,Yes,0,Savory,13996,color_61,FlourWheatwhole,NA,12002,905,ANK4dnk9oz56Eywhy
